"date","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
2022-08-26,114.720001220703,115.120002746582,110.190002441406,110.339996337891,37245700,109.584190368652
2022-08-29,109.98999786377,110.949996948242,108.800003051758,109.419998168945,21191200,108.67049407959
2022-08-30,110.169998168945,110.5,107.800003051758,108.940002441406,27513300,108.193778991699
2022-08-31,110.650001525879,110.849998474121,108.129997253418,108.220001220703,28627000,107.478713989258
2022-09-01,108.279998779297,110.449996948242,107.360000610352,109.73999786377,28360900,108.988296508789
2022-09-02,110.589996337891,110.73999786377,107.26000213623,107.849998474121,24160700,107.111228942871
2022-09-06,107.300003051758,108.029998779297,105.779998779297,106.809997558594,25068300,106.078369140625
2022-09-07,107.059997558594,109.980003356934,106.900001525879,109.449996948242,23167000,108.70027923584
2022-09-08,108.040000915527,109.599998474121,107.160003662109,108.379997253418,24238300,107.637603759766
2022-09-09,109.069999694824,110.98999786377,109.019996643066,110.650001525879,23197700,109.892066955566
2022-09-12,110.98999786377,111.620002746582,109.930000305176,110.860000610352,22966800,110.100631713867
2022-09-13,107.800003051758,108.300003051758,104.089996337891,104.319999694824,38172900,103.605422973633
2022-09-14,104.569999694824,105.279998779297,103.660003662109,105,26395100,104.28076171875
2022-09-15,104.029998779297,105.269996643066,102.349998474121,102.910003662109,34188300,102.205085754395
2022-09-16,102.069999694824,103.129997253418,100.940002441406,102.800003051758,42797200,102.095840454102
2022-09-19,101.75,103.330001831055,101.550003051758,103.069999694824,23036800,102.363990783691
2022-09-20,102.080001831055,102.370002746582,100.519996643066,101.139999389648,26517100,100.447204589844
2022-09-21,101.669998168945,102.879997253418,99.2699966430664,99.2799987792969,31487300,98.5999526977539
2022-09-22,98.8199996948242,101.23999786377,98.7900009155273,100.139999389648,34298600,99.4540557861328
2022-09-23,99.629997253418,99.6600036621094,97.4700012207031,98.7399978637695,31625400,98.0636367797852
2022-09-26,98.0999984741211,99.879997253418,97.8000030517578,98.1699981689453,27072700,97.4975433349609
2022-09-27,99.4300003051758,100,96.870002746582,97.5,30072800,96.832145690918
2022-09-28,97.6500015258789,100.699996948242,97.1100006103516,100.050003051758,32466300,99.3646774291992
2022-09-29,98.6399993896484,98.6399993896484,95.9599990844727,97.4199981689453,31047200,96.7526702880859
2022-09-30,97.0500030517578,98.9000015258789,95.5599975585938,95.6500015258789,32941500,94.9948196411133
2022-10-03,96.7600021362305,99.2900009155273,96.5199966430664,98.6399993896484,27982000,97.9643325805664
2022-10-04,100.440002441406,101.839996337891,100.379997253418,101.639999389648,28850800,100.943786621094
2022-10-05,99.8300018310547,101.930000305176,98.8000030517578,101.430000305176,22176900,100.735214233398
2022-10-06,100.680000305176,102.930000305176,100.589996337891,101.419998168945,22324000,100.725296020508
2022-10-07,99.8499984741211,100.529998779297,98.3000030517578,98.6800003051758,27502800,98.0040588378906
2022-10-10,99,99.0999984741211,97.0100021362305,97.8600006103516,18225100,97.1896820068359
2022-10-11,97.4300003051758,99.25,96.3099975585938,97.1800003051758,26507100,96.5143280029297
2022-10-12,97.3000030517578,98.75,96.7399978637695,97.5599975585938,21876400,96.891731262207
2022-10-13,95.1500015258789,99.7799987792969,94.379997253418,99.0599975585938,34574500,98.3814544677734
2022-10-14,99.9899978637695,100.690002441406,96.370002746582,96.5599975585938,25410700,95.8985748291016
2022-10-17,98.8600006103516,100.930000305176,98.8300018310547,99.9700012207031,28419200,99.2852096557617
2022-10-18,103.129997253418,103.470001220703,99.9700012207031,100.769996643066,24060700,100.079750061035
2022-10-19,100.01000213623,101.019996643066,98.9199981689453,99.629997253418,23811100,98.9475402832031
2022-10-20,100,102.319999694824,99.3899993896484,99.9700012207031,25323200,99.2852096557617
2022-10-21,97.8499984741211,101.309997558594,97.7200012207031,101.129997253418,32458700,100.43726348877
2022-10-24,101.800003051758,102.75,99.9800033569336,102.519996643066,27176400,101.817749023438
2022-10-25,102.900001525879,104.819999694824,102.720001220703,104.480003356934,40611400,103.764335632324
2022-10-26,96.4300003051758,98.3099975585938,94.6900024414062,94.9300003051758,88114100,94.2797470092773
2022-10-27,94.5199966430664,95.4300003051758,91.8000030517578,92.2200012207031,60710900,91.5883026123047
2022-10-28,92.2699966430664,96.5500030517578,92.129997253418,96.2900009155273,43697300,95.6304321289062
2022-10-31,95.4199981689453,96.0299987792969,93.9800033569336,94.5100021362305,31675000,93.8626327514648
2022-11-01,95.4499969482422,96.0299987792969,90.370002746582,90.4700012207031,47161400,89.8503036499023
2022-11-02,90.9400024414062,91.1800003051758,86.879997253418,86.9700012207031,57038300,86.374267578125
2022-11-03,86.3199996948242,86.5199966430664,83.3399963378906,83.4300003051758,61288000,82.8585205078125
2022-11-04,85.4000015258789,86.6399993896484,83.7099990844727,86.5800018310547,51124900,85.9869384765625
2022-11-07,87.2799987792969,88.9000015258789,86.8499984741211,88.4899978637695,34078900,87.8838577270508
2022-11-08,88.9000015258789,90.3199996948242,87.5899963378906,88.9000015258789,30429000,88.2910537719727
2022-11-09,88.4499969482422,89.4400024414062,87.2799987792969,87.3199996948242,31769100,86.7218704223633
2022-11-10,92.25,94.3899993896484,91.6100006103516,93.9400024414062,51620100,93.2965240478516
2022-11-11,94.6900024414062,96.9300003051758,93.9199981689453,96.4100036621094,33090500,95.7496185302734
2022-11-14,95.0899963378906,96.7900009155273,94.5100021362305,95.6999969482422,30179500,95.0444641113281
2022-11-15,98.2600021362305,100.139999389648,96.7099990844727,98.4400024414062,41640800,97.7657012939453
2022-11-16,97.9000015258789,99.6399993896484,97.6399993896484,98.8499984741211,29105200,98.1728897094727
2022-11-17,96.9700012207031,99.2799987792969,96.7900009155273,98.3600006103516,26052600,97.6862487792969
2022-11-18,98.7699966430664,98.9000015258789,96.370002746582,97.4300003051758,28342300,96.7626113891602
2022-11-21,97.2900009155273,98.4000015258789,95.3600006103516,95.5999984741211,21647400,94.9451522827148
2022-11-22,95.9499969482422,97.2200012207031,94.0500030517578,97.0500030517578,23438500,96.3852233886719
2022-11-23,97.0899963378906,98.7600021362305,97.0899963378906,98.4599990844727,18868100,97.7855682373047
2022-11-25,98.2399978637695,98.6399993896484,97.4000015258789,97.4599990844727,9701400,96.7924118041992
2022-11-28,97.0400009155273,97.5800018310547,95.6100006103516,96.0500030517578,26237500,95.3920822143555
2022-11-29,95.7300033569336,96.120002746582,94.1100006103516,95.1900024414062,20061700,94.537971496582
2022-11-30,94.8199996948242,101.040000915527,94.4199981689453,100.98999786377,43647500,100.298233032227
2022-12-01,101.019996643066,102.25,100.25,100.98999786377,28687100,100.298233032227
2022-12-02,99.0500030517578,100.769996643066,98.9000015258789,100.440002441406,21480700,99.7520065307617
2022-12-05,99.4000015258789,101.379997253418,99,99.4800033569336,24405100,98.7985763549805
2022-12-06,99.3000030517578,99.7799987792969,96.4199981689453,96.9800033569336,24910700,96.3156967163086
2022-12-07,96.4100036621094,96.879997253418,94.7200012207031,94.9400024414062,31045400,94.2896728515625
2022-12-08,95.379997253418,95.5800018310547,93.4499969482422,93.7099990844727,32213300,93.0680923461914
2022-12-09,93.7699966430664,94.2600021362305,92.75,92.8300018310547,28225400,92.1941299438477
2022-12-12,92.7099990844727,93.5599975585938,91.6100006103516,93.3099975585938,29420000,92.6708450317383
2022-12-13,97.7600021362305,99.5299987792969,95.0299987792969,95.629997253418,40593700,94.9749450683594
2022-12-14,95.1999969482422,96.870002746582,93.5999984741211,95.0699996948242,28733600,94.4187850952148
2022-12-15,93.129997253418,93.6399993896484,90.0100021362305,90.8600006103516,40107000,90.2376251220703
2022-12-16,90.7600021362305,91.3300018310547,89.5199966430664,90.2600021362305,58011800,89.641731262207
2022-12-19,90.2600021362305,90.5599975585938,88.2099990844727,88.4400024414062,29493000,87.8342056274414
2022-12-20,88.1100006103516,89.1800003051758,87.4400024414062,89.0199966430664,23453800,88.4102249145508
2022-12-21,89.0800018310547,90.2200012207031,88.3199996948242,89.5800018310547,24745600,88.9664001464844
2022-12-22,88.1600036621094,88.5400009155273,86.3199996948242,87.7600021362305,27658300,87.1588668823242
2022-12-23,87.1100006103516,89.5500030517578,87.0699996948242,89.2300033569336,23003000,88.6187896728516
2022-12-27,88.8000030517578,88.9400024414062,87.0100021362305,87.3899993896484,20097300,86.791389465332
2022-12-28,86.9800033569336,88.0400009155273,85.9400024414062,86.0199966430664,19523200,85.4307708740234
2022-12-29,86.620002746582,88.8499984741211,86.6100006103516,88.4499969482422,23333500,87.8441314697266
2022-12-30,86.9800033569336,88.3000030517578,86.5699996948242,88.2300033569336,23986300,87.6256408691406
2023-01-03,89.5899963378906,91.0500030517578,88.5199966430664,89.120002746582,28131200,88.5095443725586
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.0800018310547,34854800,87.4766693115234
2023-01-05,87.4700012207031,87.5699996948242,85.9000015258789,86.1999969482422,27194400,85.6095428466797
2023-01-06,86.7900009155273,87.6900024414062,84.8600006103516,87.3399963378906,41381500,86.7417297363281
2023-01-09,88.3600006103516,90.0500030517578,87.8600006103516,88.0199966430664,29003900,87.4170684814453
2023-01-10,85.9800033569336,88.6699981689453,85.8300018310547,88.4199981689453,30467800,87.8143310546875
2023-01-11,89.1800003051758,91.5999984741211,89.0100021362305,91.5199966430664,26862000,90.8931045532227
2023-01-12,91.4800033569336,91.870002746582,89.75,91.129997253418,30258100,90.5057601928711
2023-01-13,90.8499984741211,92.1900024414062,90.129997253418,92.120002746582,26329200,91.4889831542969
2023-01-17,92.0599975585938,92.25,90.0500030517578,91.2900009155273,32602400,90.664680480957
2023-01-18,92.1399993896484,92.8000030517578,90.6399993896484,91.120002746582,29116700,90.495849609375
2023-01-19,90.7200012207031,93.6100006103516,90.629997253418,93.0500030517578,37000400,92.4126281738281
2023-01-20,95.0999984741211,98.3000030517578,95.0199966430664,98.0199966430664,63191100,97.3485717773438
2023-01-23,97.9499969482422,100.040000915527,97.5,99.7900009155273,40005100,99.1064453125
2023-01-24,98.0999984741211,99.6100006103516,97.1999969482422,97.6999969482422,33078500,97.0307769775391
2023-01-25,95.5699996948242,96.1600036621094,93.7600021362305,95.2200012207031,42330000,94.5677490234375
2023-01-26,96.5,97.5699996948242,95.379997253418,97.5199966430664,30114000,96.8520126342773
2023-01-27,97.3099975585938,100.319999694824,97.3099975585938,99.370002746582,33879800,98.689323425293
2023-01-30,97.4800033569336,98.2900009155273,96.4000015258789,96.9400024414062,27226200,96.2759780883789
2023-01-31,96.870002746582,98.879997253418,96.8199996948242,98.8399963378906,29870700,98.1629486083984
2023-02-01,98.7099990844727,101.190002441406,97.5800018310547,100.430000305176,35531100,99.742057800293
2023-02-02,105.800003051758,107.849998474121,105.610000610352,107.73999786377,69883800,107.001991271973
2023-02-03,102.930000305176,107.809997558594,102.580001831055,104.779998779297,65309300,104.06226348877
2023-02-06,102.400001525879,104.360000610352,101.879997253418,102.900001525879,31999600,102.19514465332
2023-02-07,103.220001220703,108.180000305176,103.120002746582,107.639999389648,49010200,106.902687072754
2023-02-08,102.050003051758,103.139999389648,98.0400009155273,99.370002746582,94743500,98.689323425293
2023-02-09,100,100.029998779297,93.629997253418,95.0100021362305,119455000,94.3591995239258
2023-02-10,95.4499969482422,96.75,94.25,94.5699996948242,54980700,93.9222106933594
2023-02-13,94.7399978637695,95.1999969482422,93.8399963378906,94.6100006103516,50076100,93.9619369506836
2023-02-14,94.4300003051758,94.8499984741211,92.2600021362305,94.6800003051758,54726100,94.0314559936523
2023-02-15,94.4899978637695,97.120002746582,94.1500015258789,96.9400024414062,50169000,96.2759780883789
2023-02-16,95.370002746582,97.6800003051758,94.7399978637695,95.5100021362305,42462600,94.8557739257812
2023-02-17,94.8499984741211,95.5599975585938,93.2099990844727,94.3499984741211,34284100,93.7037200927734
2023-02-21,93,93.0999984741211,91.7200012207031,91.7900009155273,33629300,91.1612548828125
2023-02-22,91.6999969482422,92.1100006103516,90.6100006103516,91.6500015258789,30884000,91.0222091674805
2023-02-23,91.9199981689453,91.9400024414062,89.7600021362305,90.8899993896484,41206400,90.2674102783203
2023-02-24,89.4400024414062,89.8899993896484,88.5800018310547,89.129997253418,36585100,88.5194625854492
2023-02-27,89.870002746582,90.1600036621094,89.3399963378906,89.870002746582,27502300,89.2544021606445
2023-02-28,89.3300018310547,91.2300033569336,89.3199996948242,90.0599975585938,30142000,89.4430999755859
2023-03-01,89.9800033569336,91.0299987792969,89.6699981689453,90.3600006103516,31111200,89.7410430908203
2023-03-02,89.6600036621094,92.2799987792969,89.5899963378906,92,32204400,91.3698120117188
2023-03-03,92.4800033569336,93.7300033569336,92.4499969482422,93.6500015258789,35160100,93.0085220336914
2023-03-06,94.0199966430664,95.9700012207031,94,95.129997253418,32639300,94.4783706665039
2023-03-07,94.9800033569336,95.6699981689453,93.5299987792969,93.8600006103516,27835500,93.2170715332031
2023-03-08,94.120002746582,95.9599990844727,94,94.25,34103300,93.6044082641602
2023-03-09,94.0500030517578,95.5299987792969,91.9000015258789,92.3199996948242,28813500,91.687614440918
