date,adjusted_close
2022-01-03,143.998321533203
2022-01-04,143.410385131836
2022-01-05,136.831237792969
2022-01-06,136.803955078125
2022-01-07,136.07844543457
2022-01-10,137.719619750977
2022-01-11,138.778823852539
2022-01-12,140.461715698242
2022-01-13,137.637710571289
2022-01-14,138.525085449219
2022-01-18,135.066436767578
2022-01-19,134.190979003906
2022-01-20,132.39436340332
2022-01-21,129.458633422852
2022-01-24,129.908020019531
2022-01-25,126.06551361084
2022-01-26,128.347778320312
2022-01-27,128.121337890625
2022-01-28,132.437561035156
2022-01-31,134.376693725586
2022-02-01,136.701156616211
2022-02-02,146.986221313477
2022-02-03,142.109848022461
2022-02-04,142.311447143555
2022-02-07,138.247482299805
2022-02-08,138.444152832031
2022-02-09,140.622116088867
2022-02-10,137.670455932617
2022-02-11,133.362686157227
2022-02-14,134.597671508789
2022-02-15,135.672760009766
2022-02-16,136.794509887695
2022-02-17,131.631118774414
2022-02-18,129.509780883789
2022-02-22,128.924301147461
2022-02-23,126.714027404785
2022-02-24,131.782073974609
2022-02-25,133.538467407227
2022-02-28,134.131866455078
2022-03-01,133.143218994141
2022-03-02,133.649719238281
2022-03-03,132.982330322266
2022-03-04,131.002960205078
2022-03-07,125.512825012207
2022-03-08,126.233863830566
2022-03-09,132.506103515625
2022-03-10,131.522399902344
2022-03-11,128.980926513672
2022-03-14,125.088256835938
2022-03-15,128.313003540039
2022-03-16,132.367553710938
2022-03-17,132.922225952148
2022-03-18,135.193054199219
2022-03-21,135.169219970703
2022-03-22,138.909927368164
2022-03-23,137.328338623047
2022-03-24,140.602279663086
2022-03-25,140.702575683594
2022-03-28,140.486557006836
2022-03-29,141.529357910156
2022-03-30,140.966247558594
2022-03-31,138.11491394043
2022-04-01,139.190475463867
2022-04-04,141.992156982422
2022-04-05,139.627975463867
2022-04-06,135.612686157227
2022-04-07,134.95768737793
2022-04-08,132.37451171875
2022-04-11,127.941070556641
2022-04-12,126.839668273926
2022-04-13,129.004241943359
2022-04-14,125.861930847168
2022-04-18,126.801933288574
2022-04-19,129.118469238281
2022-04-20,127.162940979004
2022-04-21,123.959541320801
2022-04-22,118.816024780273
2022-04-25,122.23095703125
2022-04-26,117.837265014648
2022-04-27,113.511589050293
2022-04-28,117.710639953613
2022-04-29,113.327857971191
2022-05-02,115.78443145752
2022-05-03,116.5302734375
2022-05-04,121.423522949219
2022-05-05,115.707458496094
2022-05-06,114.953651428223
2022-05-09,111.74031829834
2022-05-10,113.611404418945
2022-05-11,112.824340820312
2022-05-12,112.07103729248
2022-05-13,115.255577087402
2022-05-16,113.661071777344
2022-05-17,115.675178527832
2022-05-18,111.133003234863
2022-05-19,109.627891540527
2022-05-20,108.162002563477
2022-05-23,110.724327087402
2022-05-24,105.244117736816
2022-05-25,105.080261230469
2022-05-26,107.054138183594
2022-05-27,111.547149658203
2022-05-31,112.982757568359
2022-06-01,113.111862182617
2022-06-02,116.816802978516
2022-06-03,113.756416320801
2022-06-06,116.020294189453
2022-06-07,116.347038269043
2022-06-08,116.391242980957
2022-06-09,114.048896789551
2022-06-10,110.400054931641
2022-06-13,105.663726806641
2022-06-14,105.984519958496
2022-06-15,109.012626647949
2022-06-16,105.307182312012
2022-06-17,106.40958404541
2022-06-21,110.779930114746
2022-06-22,110.723838806152
2022-06-23,111.473152160645
2022-06-24,117.166893005371
2022-06-27,115.040054321289
2022-06-28,111.240264892578
2022-06-29,110.936363220215
2022-06-30,108.216606140137
2022-07-01,107.992668151855
2022-07-05,112.487167358398
2022-07-06,113.787200927734
2022-07-07,117.969352722168
2022-07-08,118.535949707031
2022-07-11,114.884140014648
2022-07-12,113.239471435547
2022-07-13,110.590744018555
2022-07-14,109.61149597168
2022-07-15,111.011840820312
2022-07-18,108.283149719238
2022-07-19,113.030418395996
2022-07-20,113.119804382324
2022-07-21,113.556777954102
2022-07-22,107.160903930664
2022-07-25,106.773574829102
2022-07-26,104.300621032715
2022-07-27,112.285552978516
2022-07-28,113.437606811523
2022-07-29,115.523216247559
2022-08-01,114.073219299316
2022-08-02,114.341377258301
2022-08-03,117.271171569824
2022-08-04,117.380424499512
2022-08-05,116.665351867676
2022-08-08,116.496513366699
2022-08-09,115.831092834473
2022-08-10,118.880065917969
2022-08-11,118.025955200195
2022-08-12,120.84651184082
2022-08-15,121.243774414062
2022-08-16,120.866371154785
2022-08-17,118.731094360352
2022-08-18,119.346855163574
2022-08-19,116.407127380371
2022-08-22,113.457473754883
2022-08-23,113.080070495605
2022-08-24,112.911247253418
2022-08-25,115.850975036621
2022-08-26,109.584190368652
2022-08-29,108.67049407959
2022-08-30,108.193778991699
2022-08-31,107.478713989258
2022-09-01,108.988296508789
2022-09-02,107.111228942871
2022-09-06,106.078369140625
2022-09-07,108.70027923584
2022-09-08,107.637603759766
2022-09-09,109.892066955566
2022-09-12,110.100631713867
2022-09-13,103.605422973633
2022-09-14,104.28076171875
2022-09-15,102.205085754395
2022-09-16,102.095840454102
2022-09-19,102.363990783691
2022-09-20,100.447204589844
2022-09-21,98.5999526977539
2022-09-22,99.4540557861328
2022-09-23,98.0636367797852
2022-09-26,97.4975433349609
2022-09-27,96.832145690918
2022-09-28,99.3646774291992
2022-09-29,96.7526702880859
2022-09-30,94.9948196411133
2022-10-03,97.9643325805664
2022-10-04,100.943786621094
2022-10-05,100.735214233398
2022-10-06,100.725296020508
2022-10-07,98.0040588378906
2022-10-10,97.1896820068359
2022-10-11,96.5143280029297
2022-10-12,96.891731262207
2022-10-13,98.3814544677734
2022-10-14,95.8985748291016
2022-10-17,99.2852096557617
2022-10-18,100.079750061035
2022-10-19,98.9475402832031
2022-10-20,99.2852096557617
2022-10-21,100.43726348877
2022-10-24,101.817749023438
2022-10-25,103.764335632324
2022-10-26,94.2797470092773
2022-10-27,91.5883026123047
2022-10-28,95.6304321289062
2022-10-31,93.8626327514648
2022-11-01,89.8503036499023
2022-11-02,86.374267578125
2022-11-03,82.8585205078125
2022-11-04,85.9869384765625
2022-11-07,87.8838577270508
2022-11-08,88.2910537719727
2022-11-09,86.7218704223633
2022-11-10,93.2965240478516
2022-11-11,95.7496185302734
2022-11-14,95.0444641113281
2022-11-15,97.7657012939453
2022-11-16,98.1728897094727
2022-11-17,97.6862487792969
2022-11-18,96.7626113891602
2022-11-21,94.9451522827148
2022-11-22,96.3852233886719
2022-11-23,97.7855682373047
2022-11-25,96.7924118041992
2022-11-28,95.3920822143555
2022-11-29,94.537971496582
2022-11-30,100.298233032227
2022-12-01,100.298233032227
2022-12-02,99.7520065307617
2022-12-05,98.7985763549805
2022-12-06,96.3156967163086
2022-12-07,94.2896728515625
2022-12-08,93.0680923461914
2022-12-09,92.1941299438477
2022-12-12,92.6708450317383
2022-12-13,94.9749450683594
2022-12-14,94.4187850952148
2022-12-15,90.2376251220703
2022-12-16,89.641731262207
2022-12-19,87.8342056274414
2022-12-20,88.4102249145508
2022-12-21,88.9664001464844
2022-12-22,87.1588668823242
2022-12-23,88.6187896728516
2022-12-27,86.791389465332
2022-12-28,85.4307708740234
2022-12-29,87.8441314697266
2022-12-30,87.6256408691406
2023-01-03,88.5095443725586
2023-01-04,87.4766693115234
2023-01-05,85.6095428466797
2023-01-06,86.7417297363281
2023-01-09,87.4170684814453
2023-01-10,87.8143310546875
2023-01-11,90.8931045532227
2023-01-12,90.5057601928711
2023-01-13,91.4889831542969
2023-01-17,90.664680480957
2023-01-18,90.495849609375
2023-01-19,92.4126281738281
2023-01-20,97.3485717773438
2023-01-23,99.1064453125
2023-01-24,97.0307769775391
2023-01-25,94.5677490234375
2023-01-26,96.8520126342773
2023-01-27,98.689323425293
2023-01-30,96.2759780883789
2023-01-31,98.1629486083984
2023-02-01,99.742057800293
2023-02-02,107.001991271973
2023-02-03,104.06226348877
2023-02-06,102.19514465332
2023-02-07,106.902687072754
2023-02-08,98.689323425293
2023-02-09,94.3591995239258
2023-02-10,93.9222106933594
2023-02-13,93.9619369506836
2023-02-14,94.0314559936523
2023-02-15,96.2759780883789
2023-02-16,94.8557739257812
2023-02-17,93.7037200927734
2023-02-21,91.1612548828125
2023-02-22,91.0222091674805
2023-02-23,90.2674102783203
2023-02-24,88.5194625854492
2023-02-27,89.2544021606445
2023-02-28,89.4430999755859
2023-03-01,89.7410430908203
2023-03-02,91.3698120117188
2023-03-03,93.0085220336914
2023-03-06,94.4783706665039
2023-03-07,93.2170715332031
2023-03-08,93.6044082641602
2023-03-09,91.687614440918
2023-03-10,90.0092010498047
2023-03-13,90.4859085083008
2023-03-14,93.3263168334961
2023-03-15,95.45166015625
2023-03-16,99.6328277587891
2023-03-17,100.923919677734
2023-03-20,100.526664733887
2023-03-21,104.201309204102
2023-03-22,102.661933898926
2023-03-23,104.876647949219
2023-03-24,104.717742919922
2023-03-27,101.758163452148
2023-03-28,100.337951660156
2023-03-29,100.695487976074
2023-03-30,100.198928833008
2023-03-31,103.019462585449
2023-04-03,103.645156860352
2023-04-04,104.002685546875
2023-04-05,103.75439453125
2023-04-06,107.677345275879
2023-04-10,105.710906982422
2023-04-11,104.628379821777
2023-04-12,103.923233032227
2023-04-13,106.694122314453
2023-04-14,108.12425994873
2023-04-17,105.244117736816
2023-04-18,103.784187316895
2023-04-19,103.466384887695
2023-04-20,104.568786621094
2023-04-21,104.687965393066
2023-04-24,105.244117736816
2023-04-25,103.138641357422
2023-04-26,102.999610900879
2023-04-27,106.853019714355
2023-04-28,106.60472869873
2023-05-01,106.465682983398
2023-05-02,104.598564147949
2023-05-03,104.687965393066
2023-05-04,103.972885131836
2023-05-05,104.846870422363
2023-05-08,107.031784057617
2023-05-09,106.614677429199
2023-05-10,110.984527587891
2023-05-11,115.771507263184
2023-05-12,116.705078125
2023-05-15,115.711921691895
2023-05-16,118.691368103027
2023-05-17,120.012268066406
2023-05-18,121.988632202148
2023-05-19,121.91911315918
2023-05-22,124.193435668945
2023-05-23,121.720489501953
2023-05-24,120.071853637695
2023-05-25,122.634185791016
2023-05-26,123.756439208984
2023-05-30,122.822875976562
2023-05-31,122.028358459473
2023-06-01,122.872535705566
2023-06-02,123.816032409668
2023-06-05,125.146850585938
2023-06-06,126.437942504883
2023-06-07,121.660903930664
2023-06-08,121.303359985352
2023-06-09,121.39274597168
2023-06-12,122.793083190918
2023-06-13,122.981788635254
2023-06-14,122.822875976562
2023-06-15,124.233154296875
2023-06-16,122.683837890625
2023-06-20,122.256782531738
2023-06-21,119.724258422852
2023-06-22,122.306434631348
2023-06-23,121.501983642578
2023-06-26,117.52938079834
2023-06-27,117.519470214844
2023-06-28,119.356781005859
2023-06-29,118.2841796875
2023-06-30,118.880065917969
2023-07-03,119.078712463379
2023-07-05,120.916030883789
2023-07-06,119.287261962891
2023-07-07,118.661582946777
2023-07-10,115.652328491211
2023-07-11,116.337608337402
2023-07-12,118.115341186523
2023-07-13,123.686912536621
2023-07-14,124.560890197754
2023-07-17,123.796165466309
2023-07-18,122.912261962891
2023-07-19,121.194114685059
2023-07-20,118.383506774902
2023-07-21,119.197883605957
2023-07-24,120.697525024414
2023-07-25,121.37287902832
2023-07-26,128.384536743164
2023-07-27,128.513626098633
2023-07-28,131.671829223633
2023-07-31,131.810897827148
2023-08-01,130.648895263672
2023-08-02,127.500625610352
2023-08-03,127.570137023926
2023-08-04,127.232467651367
2023-08-07,130.629043579102
2023-08-08,130.499923706055
2023-08-09,128.771835327148
2023-08-10,128.801635742188
2023-08-11,128.67253112793
2023-08-14,130.430404663086
2023-08-15,128.891021728516
2023-08-16,127.818428039551
2023-08-17,129.030059814453
2023-08-18,126.5869140625
2023-08-21,127.490684509277
2023-08-22,128.195816040039
2023-08-23,131.463272094727
2023-08-24,128.891021728516
2023-08-25,128.990341186523
2023-08-28,130.112594604492
2023-08-29,133.648223876953
2023-08-30,134.949264526367
2023-08-31,135.237258911133
2023-09-01,134.730743408203
2023-09-05,134.839996337891
2023-09-06,133.538970947266
2023-09-07,134.333480834961
2023-09-08,135.445816040039
2023-09-11,135.982116699219
2023-09-12,134.412933349609
2023-09-13,135.773574829102
2023-09-14,137.154052734375
2023-09-15,136.45881652832
2023-09-18,137.263305664062
2023-09-19,137.094436645508
2023-09-20,132.82389831543
2023-09-21,129.546493530273
2023-09-22,129.357803344727
2023-09-25,130.2119140625
2023-09-26,127.689331054688
2023-09-27,129.645812988281
2023-09-28,131.403686523438
2023-09-29,129.963623046875
2023-10-02,133.250961303711
2023-10-03,131.522872924805
2023-10-04,134.31364440918
2023-10-05,134.144790649414
2023-10-06,136.637619018555
2023-10-09,137.47184753418
2023-10-10,137.114318847656
2023-10-11,139.587265014648
2023-10-12,138.018081665039
2023-10-13,136.41911315918
2023-10-16,138.147186279297
2023-10-17,138.762954711914
2023-10-18,137.014999389648
2023-10-19,136.806427001953
2023-10-20,134.671188354492
2023-10-23,135.564971923828
2023-10-24,137.859176635742
2023-10-25,124.74959564209
2023-10-26,121.442398071289
2023-10-27,121.333152770996
2023-10-30,123.607460021973
2023-10-31,123.23006439209
2023-11-01,125.583831787109
2023-11-02,126.616714477539
2023-11-03,128.215698242188
2023-11-06,129.357803344727
2023-11-07,130.072875976562
2023-11-08,130.936920166016
2023-11-09,129.347869873047
2023-11-10,131.681793212891
2023-11-13,131.185195922852
2023-11-14,132.704727172852
2023-11-15,133.697860717773
2023-11-16,135.992034912109
2023-11-17,134.383117675781
2023-11-20,135.316711425781
2023-11-21,136.031753540039
2023-11-22,137.541381835938
2023-11-24,135.753692626953
2023-11-27,135.475616455078
2023-11-28,136.260208129883
2023-11-29,134.065322875977
2023-11-30,131.622177124023
2023-12-01,130.956756591797
2023-12-04,128.384536743164
2023-12-05,130.092742919922
2023-12-06,129.12939453125
